strain,virus,gisaid_epi_isl,genbank_accession,date,region,country,division,location,region_exposure,country_exposure,division_exposure,segment,length,host,age,sex,Nextstrain_clade,pangolin_lineage,GISAID_clade,originating_lab,submitting_lab,authors,url,title,paper_url,date_submitted,purpose_of_sequencing
hCoV-19/England/CAMB-7659D/2020,betacoronavirus,EPI_ISL_438374,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29759,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76A34/2020,betacoronavirus,EPI_ISL_438377,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.13,GH,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76AAD/2020,betacoronavirus,EPI_ISL_438380,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.391,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7675B/2020,betacoronavirus,EPI_ISL_438382,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.257,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-767E2/2020,betacoronavirus,EPI_ISL_438383,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.279,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76348/2020,betacoronavirus,EPI_ISL_438384,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75E75/2020,betacoronavirus,EPI_ISL_438387,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75E0C/2020,betacoronavirus,EPI_ISL_438389,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.201,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-71DA9/2020,betacoronavirus,EPI_ISL_438391,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.4,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-767A6/2020,betacoronavirus,EPI_ISL_438392,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.279,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76B31/2020,betacoronavirus,EPI_ISL_438398,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.31,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75F54/2020,betacoronavirus,EPI_ISL_438399,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76366/2020,betacoronavirus,EPI_ISL_438403,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7609C/2020,betacoronavirus,EPI_ISL_438405,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29770,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75A17/2020,betacoronavirus,EPI_ISL_438406,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76C2F/2020,betacoronavirus,EPI_ISL_438407,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.356,GH,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76524/2020,betacoronavirus,EPI_ISL_438408,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76005/2020,betacoronavirus,EPI_ISL_438415,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75D4B/2020,betacoronavirus,EPI_ISL_438420,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-766D6/2020,betacoronavirus,EPI_ISL_438421,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-76B6E/2020,betacoronavirus,EPI_ISL_438422,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-75CB7/2020,betacoronavirus,EPI_ISL_438430,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7664F/2020,betacoronavirus,EPI_ISL_438436,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
